gp_id,GP_Name,GP_Asset_Class,GP_Sector,GP_Sub_Sector,total_invested,num_investments,num_portcos,num_funds
9843,STIC Investments Growth Equity,Private Equity,Growth Equity,Small Growth Equity,2483132,70,70,70
3331,VIG Partners,Private Equity,Buyout,Small Buyout,2291098.8,28,28,28
9650,Crescendo Equity Partners,Private Equity,Growth Equity,Medium Growth Equity,930846.56,23,23,23
13739,Glenwood Private Equity,Private Equity,Buyout,Small Buyout,889200,8,8,8
25811,Praxis Capital Partners,Private Equity,Growth Equity,Medium Growth Equity,725745.56,19,19,19
9842,STIC Investments M&A,Private Equity,Venture Capital,Late Stage,692278.56,58,58,58
2992,STIC Investments Secondaries,Private Equity,Other,Secondaries,662757.94,158,158,158
17671,UCK Partners (formerly Unison Capital Korea),Private Equity,Buyout,Middle Buyout,617676,14,14,14
659,Carlyle Japan,Private Equity,Buyout,Middle Buyout,446579.5,38,38,38
10512,Fortress Investment Group Real Estate - Asia,Real Estate,Opportunistic,Rest of World,270857.22,84,1,84
6437,Polaris Capital Group,Private Equity,Buyout,Middle Buyout,269698.94,43,43,43
10008,Advantage Partners MBI,Private Equity,Buyout,Middle Buyout,248274.97,63,63,63
1418,Golub Capital,Private Debt,Corporate,Direct Lending,220182.58,1898,443,1898
6885,Integral Corporation,Private Equity,Buyout,Middle Buyout,184100.39,32,32,32
14566,Corebridge Financial,Real Estate,Opportunistic,US / Global Large Market,143536.05,3981,1789,3981
736,Cerberus,Private Equity,Buyout,Middle Buyout,132624.22,1667,1316,1667
3352,Warburg Pincus,Private Equity,Buyout,Global Buyout,104787.91,1192,1191,1192
5271,MAS Equity Partners,Private Equity,Buyout,Small Buyout,104314.4,9,9,9
2346,Oaktree Capital Management (OCM) Opportunities Funds,Private Debt,Special Situations,Distressed / Corporates,100913.57,1721,1272,1721
3152,T Capital (formerly Tokio Marine Capital),Private Equity,Buyout,Small Buyout,93770.391,26,26,26
3806,Apax Partners Europe,Private Equity,Buyout,Global Buyout,93693.68,494,492,494
487,Blackstone Capital Partners,Private Equity,Buyout,Global Buyout,88000.438,304,303,304
221,"Apollo Global Management, LLC",Private Equity,Buyout,Global Buyout,86978.039,219,215,219
3920,Blackstone Credit and Insurance (BXCI),Private Debt,Special Situations,Distressed / Corporates,86675.328,349,349,349
15057,Global Infrastructure Partners India,Real Assets,Infrastructure,Diversified,85598.219,24,24,24
3490,KKR Private Equity,Private Equity,Buyout,Global Buyout,77643.711,265,248,265
3475,Blackstone Real Estate,Real Estate,Opportunistic,US / Global Large Market,76772.727,717,532,717
3493,TPG Capital,Private Equity,Buyout,Global Buyout,76089.273,278,278,278
10414,Corebridge (fka AIG Real Estate),Private Debt,Real Estate Credit,Private Performing,68877.945,1785,0,1785
1541,Hellman & Friedman,Private Equity,Buyout,Global Buyout,68624.25,125,125,125
3813,CVC Capital Partners,Private Equity,Buyout,Global Buyout,67886.531,269,269,269
662,Carlyle Partners,Private Equity,Buyout,Global Buyout,65479.547,190,189,190
79,Advent Global Private Equity,Private Equity,Buyout,Global Buyout,65282.262,356,356,356
4422,Japan Industrial Partners,Private Equity,Buyout,Middle Buyout,65282,15,15,15
2892,Silver Lake Partners,Private Equity,Buyout,Global Buyout,62789.586,153,152,153
3132,Thoma Bravo,Private Equity,Buyout,Global Buyout,62780.156,140,138,140
4309,Goldman Sachs Capital Partners,Private Equity,Buyout,Global Buyout,61454.832,289,289,289
5798,Endeavour United (Formerly Phoenix Capital),Private Equity,Buyout,Middle Buyout,59825,37,36,37
10910,Ares U.S. Direct Lending,Private Debt,Corporate,Direct Lending,59554.16,1588,0,1588
3268,"Varde Partners, Inc.",Private Debt,Special Situations,Distressed / Corporates,56622.789,3800,2944,3800
6868,Aspirant Group,Private Equity,Buyout,Small Buyout,55476.598,25,25,25
801,"Clayton, Dubilier & Rice",Private Equity,Buyout,Global Buyout,55412.223,144,141,144
9404,BlackRock TCP,Private Debt,Corporate,Direct Lending,53708.367,2805,1917,2805
1139,EQT Partners,Private Equity,Buyout,Large Buyout,52289.559,135,135,135
369,"Bain Capital, LLC",Private Equity,Buyout,Global Buyout,51485.789,250,250,250
3323,Vista Equity Partners,Private Equity,Buyout,Global Buyout,50259.098,124,124,124
1688,Insight Partners,Private Equity,Growth Equity,Large Growth Equity,49547.93,889,889,889
16124,MAM Infrastructure Global,Real Assets,Infrastructure,Diversified,49432.691,118,117,118
4735,General Atlantic,Private Equity,Growth Equity,Large Growth Equity,49348.82,955,953,955
1978,Lone Star Funds,Private Debt,Special Situations,Distressed / Corporates,49023.938,367,0,367
2487,Permira Advisers LLP,Private Equity,Buyout,Global Buyout,48147.559,290,290,290
4630,Tiger Global Management,Private Equity,Growth Equity,Large Growth Equity,46920.371,1070,1070,1070
552,Brookfield,Real Estate,Opportunistic,US / Global Large Market,46375.688,178,75,178
10659,Cerberus Business Finance,Private Debt,Corporate,Direct Lending,45624.793,404,404,404
13921,Varagon Capital Partners,Private Debt,Corporate,Direct Lending,45522.602,529,529,529
5266,J-STAR,Private Equity,Buyout,Small Buyout,42496,33,33,33
9357,Partners Group Private Markets Credit Strategies (Global),Private Debt,Corporate,Direct Lending,42428.816,827,825,827
678,AB CarVal Investors,Private Debt,Special Situations,Distressed / Multi-Strategy,42336.496,2702,36,2702
10754,Blue Owl Capital,Private Debt,Corporate,Direct Lending,41708.207,900,900,900
1932,Leonard Green & Partners,Private Equity,Buyout,Global Buyout,41680.266,151,147,151
3747,Brookfield Infrastructure,Real Assets,Infrastructure,Diversified,39923.168,58,53,58
3661,Ares European Direct Lending,Private Debt,Corporate,Direct Lending,39224.219,373,373,373
3506,Lexington Partners,Private Equity,Other,Secondaries,38626.328,467,0,467
783,Cinven Partners LLP,Private Equity,Buyout,Global Buyout,38516.215,118,118,118
3914,Global Infrastructure Partners,Real Assets,Infrastructure,Diversified,38179.152,42,42,42
3051,TA Associates,Private Equity,Buyout,Global Buyout,38133.582,652,652,652
14191,Goldman Sachs Private Debt,Private Debt,Corporate,Direct Lending,36841.344,319,315,319
9889,IFM Investors Infrastructure,Real Assets,Infrastructure,Diversified,35546.504,27,26,27
2611,Providence Equity Partners,Private Equity,Buyout,Large Buyout,34764.469,209,207,209
11903,Oak Hill Advisors Credit Solutions,Private Debt,Corporate,Direct Lending,34577.355,835,802,835
4390,Ant Capital,Private Equity,Other,Secondaries,34102,27,27,27
2980,Starwood Capital Group,Real Estate,Opportunistic,US / Global Large Market,32330.838,443,266,443
14110,Sixth Street TAO,Private Debt,Special Situations,Distressed / Multi-Strategy,32223.617,457,0,457
3745,Stone Point Capital,Private Equity,Buyout,Large Buyout,32134.326,174,173,174
3760,EQT Infrastructure,Real Assets,Infrastructure,Diversified,32032.846,62,62,62
9835,NSSK Management,Private Equity,Buyout,Middle Buyout,31954.348,27,17,27
9266,Centerbridge Special Credit Partners,Private Debt,Special Situations,Distressed / Corporates,29833.301,465,0,465
11025,Blackstone Credit ,Private Debt,Corporate,Direct Lending,29727.322,195,195,195
9132,Avenue Capital Group,Private Debt,Special Situations,Distressed / Corporates,29253.893,310,310,310
11501,Blackstone Infrastructure,Real Assets,Infrastructure,Diversified,29178.43,49,47,49
2530,Platinum Equity,Private Equity,Buyout,Global Buyout,28808.025,153,153,153
14610,HPS Strategic Investment Partners,Private Debt,Special Situations,Mezzanine,28727.377,177,125,177
1472,GTCR,Private Equity,Buyout,Global Buyout,28497.75,317,316,317
3981,Clearlake Capital Group,Private Equity,Buyout,Global Buyout,28469.387,127,116,127
7348,Hillhouse Capital Group,Private Equity,Growth Equity,Large Growth Equity,28288.234,394,390,394
424,BC Partners,Private Equity,Buyout,Global Buyout,28197.322,196,193,196
9339,Neuberger Berman Dyal Capital Partners,Private Equity,Other,GP Stakes,28069.555,94,67,94
3133,"Thomas H Lee Partners, L.P.",Private Equity,Buyout,Large Buyout,28031.668,157,157,157
1107,EnCap Investments,Real Assets,Energy,Exploration and Production,27868.059,250,249,250
2290,Nordic Capital Limited,Private Equity,Buyout,Large Buyout,27499.002,147,147,147
6350,Benefit Street Partners ,Private Debt,Corporate,Direct Lending,27454.586,1241,1239,1241
25652,Goldman Sachs Hybrid Capital,Private Debt,Other,Multiple Strategies,27332.467,99,95,99
2234,New Enterprise Associates,Private Equity,Venture Capital,Balanced,27012.086,1368,1368,1368
3492,KKR Asia Limited,Private Equity,Buyout,Large Buyout,26583.094,147,129,147
4406,Monroe Capital Partners,Private Debt,Corporate,Direct Lending,26519.197,1717,1700,1717
9742,Blackstone Real Estate Europe,Real Estate,Opportunistic,Europe,26331.623,226,137,226
3376,"Welsh, Carson, Anderson & Stowe",Private Equity,Buyout,Large Buyout,26215.648,331,328,331
831,Coller Capital,Private Equity,Other,Secondaries,26046.49,291,0,291
5215,HPS Private Credit,Private Debt,Corporate,Direct Lending,26040.5,379,0,379
9749,Trustar Capital Japan,Private Equity,Buyout,Middle Buyout,26032.387,12,12,12
14193,Cerberus Private Equity,Private Equity,Buyout,Middle Buyout,25988.414,75,75,75
5043,Tata Capital Private Equity,Private Equity,Growth Equity,Medium Growth Equity,25296.854,8,8,8
5418,Point Nine Capital,Private Equity,Venture Capital,Early Stage,25134.357,57,57,57
9962,"HarbourVest Partners, LLC Special Situations ",Private Equity,Other,Secondaries,25092.898,612,0,612
9328,Lone Star Real Estate,Real Estate,Opportunistic,US / Global Large Market,25081.111,160,11,160
2240,New Mountain Capital,Private Equity,Buyout,Global Buyout,24875.848,86,86,86
18061,Japan Growth Investments Alliance,Private Equity,Growth Equity,Medium Growth Equity,24796.836,16,16,16
664,Riverstone Holdings,Real Assets,Energy,ENR Diversified,24699.338,121,121,121
9254,Ardian Secondaries,Private Equity,Other,Secondaries,24693.141,191,0,191
3148,Tishman Speyer,Real Estate,Value-Add,US Medium Market,24465.486,227,176,227
10733,AlpInvest Secondaries,Private Equity,Other,Secondaries,24367.857,197,0,197
13965,Goldman Sachs Capital Partners (US),Private Equity,Buyout,Large Buyout,24179.109,88,88,88
1251,First Reserve Corporation,Real Assets,Energy,ENR Services,24082.219,145,145,145
14114,Ares Corporate Opportunities,Private Equity,Buyout,Global Buyout,24024.127,103,100,103
3017,Summit Partners,Private Equity,Buyout,Global Buyout,23932.039,594,591,594
538,Bridgepoint Europe,Private Equity,Buyout,Large Buyout,22595.047,382,379,382
9182,Crescent Mezzanine,Private Debt,Special Situations,Mezzanine,22584.273,264,262,264
4212,KKR Global Infrastructure,Real Assets,Infrastructure,Diversified,22286.863,76,47,76
2424,PAI Partners,Private Equity,Buyout,Large Buyout,22207.09,161,161,161
6542,I Squared Global Infrastructure,Real Assets,Infrastructure,Diversified,22045.672,79,79,79
10651,MAM Infrastructure Americas,Real Assets,Infrastructure,Diversified,22019.9,57,57,57
3052,TA Associates Realty,Real Estate,Value-Add,US / Global Large Market,21932.4,839,742,839
3494,TPG Asia,Private Equity,Buyout,Large Buyout,21879.105,149,147,149
7085,AREIM RE,Real Estate,Value-Add,Europe,21879.072,46,42,46
3298,Veritas Capital,Private Equity,Buyout,Global Buyout,21822.742,55,55,55
9332,MAM Infrastructure Europe,Real Assets,Infrastructure,Diversified,21636.602,55,55,55
2007,Madison Dearborn Partners,Private Equity,Buyout,Large Buyout,21608.23,163,163,163
11187,AB Private Credit Investors LLC,Private Debt,Corporate,Direct Lending,20858.482,663,663,663
3296,Verdane Freya,Private Equity,Venture Capital,Direct Secondaries,20766.475,388,385,388
663,Carlyle Real Estate,Real Estate,Opportunistic,US / Global Large Market,20758.477,1081,965,1081
9743,Blackstone Real Estate Debt,Private Debt,Real Estate Credit,Private Performing,20502.824,308,15,308
722,Centerbridge Capital Partners,Private Equity,Buyout,Large Buyout,20438.4,98,95,98
404,EQT Private Capital Asia,Private Equity,Buyout,Middle Buyout,20237.264,124,124,124
1357,Genstar Capital Partners,Private Equity,Buyout,Global Buyout,19960.863,115,115,115
11026,Warburg Pincus Financial,Private Equity,Buyout,Global Buyout,19852.479,169,169,169
2348,Oaktree Real Estate,Real Estate,Opportunistic,US / Global Large Market,19677.17,682,503,682
13326,Cerberus Real Estate Credit,Private Debt,Real Estate Credit,Distressed / NPL,19584.459,254,0,254
658,Carlyle Global Infrastructure,Real Assets,Infrastructure,Diversified,19362.83,91,91,91
6642,Brookfield Private Equity,Private Equity,Buyout,Global Buyout,19347.799,51,45,51
3491,KKR Europe,Private Equity,Buyout,Large Buyout,19255.586,93,83,93
5144,Stonepeak Infrastructure Partners,Real Assets,Infrastructure,Diversified,19114.064,43,42,43
18228,D Capital,Private Equity,Buyout,Small Buyout,19019.02,8,8,8
190,American Securities,Private Equity,Buyout,Middle Buyout,18616.137,81,80,81
9654,MAM Infrastructure Asia,Real Assets,Infrastructure,Diversified,17898.748,88,88,88
1794,Jordan Company,Private Equity,Buyout,Large Buyout,17818.367,97,97,97
2210,Natural Gas Partners (NGP),Private Equity,Buyout,Global Buyout,17781.957,234,234,234
9134,Warburg Pincus Energy,Real Assets,Energy,Exploration and Production,17661.41,150,150,150
1552,Hg Genesis,Private Equity,Buyout,Large Buyout,17644.193,178,178,178
656,Carlyle Europe,Private Equity,Buyout,Large Buyout,17598.145,105,105,105
10673,NIAM Real Estate Credit (aka Brunswick) - IG,Private Debt,Real Estate Credit,Private Performing,17560.98,31,30,31
248,ArcLight Capital Partners,Real Assets,Infrastructure,Power,17480.229,140,140,140
3089,Technology Crossover Ventures,Private Equity,Growth Equity,Large Growth Equity,17454.598,341,341,341
448,Berkshire Partners,Private Equity,Buyout,Global Buyout,17429.838,191,191,191
15347,Edelweiss Infrastructure,Real Assets,Infrastructure,Diversified,17335.994,16,0,16
1282,Fortress Investment Group Credit,Private Debt,Special Situations,Distressed / Multi-Strategy,17058.99,516,0,516
5273,EIG Global Energy Partners,Real Assets,Infrastructure,Power,16956.908,131,131,131
11377,DigitalBridge,Real Assets,Infrastructure,Communications,16830.543,30,30,30
17721,"FS / KKR Advisor, LLC",Private Debt,Corporate,Direct Lending,16772.922,149,148,149
16183,Brookfield Transition,Real Assets,Infrastructure,Energy Transition,16740,39,35,39
10462,Bridge Investment Group (Debt),Private Debt,Real Estate Credit,Private Performing,16628.887,681,0,681
2168,Montagu Private Equity LLP,Private Equity,Buyout,Large Buyout,16209.735,205,201,205
654,Carlyle Asia Partners,Private Equity,Buyout,Large Buyout,15996.494,104,103,104
9146,Blackstone Energy Transition Partners,Real Assets,Infrastructure,Diversified,15964.949,67,65,67
15021,PGIM Private Capital,Private Debt,Corporate,Direct Lending,15962.654,432,166,432
2337,Oak Hill Capital Partners,Private Equity,Buyout,Large Buyout,15880.002,111,111,111
3378,Westbrook Partners,Real Estate,Value-Add,US / Global Large Market,15704.6,503,501,503
2723,Roark Capital Group,Private Equity,Buyout,Middle Buyout,15680.447,61,61,61
1701,Intermediate Capital Group (ICG),Private Debt,Special Situations,Mezzanine,15623.243,490,490,490
13903,Ares Special Opportunities,Private Debt,Corporate,Opportunistic Lending,15388.926,142,128,142
1297,Francisco Partners,Private Equity,Buyout,Middle Buyout,15338.07,117,116,117
7239,Glendon Capital Management,Private Debt,Special Situations,Distressed / Corporates,15305.356,522,472,522
11408,Carlyle Group,Private Debt,Corporate,Direct Lending,15202.214,508,479,508
3487,Goldman Sachs Secondaries Group,Private Equity,Other,Secondaries,15124.671,244,0,244
7346,Madison Realty Capital,Private Debt,Real Estate Credit,Multi-strategy Debt,14991.165,601,30,601
5002,Sixth Street Opportunities,Private Equity,Buyout,Middle Buyout,14981.119,270,265,270
1114,Energy Capital Partners,Real Assets,Infrastructure,Power,14942.831,60,59,60
1939,LGT Capital Partners,Private Equity,Other,Fund of Funds,14890.259,335,0,335
4329,New Mountain Capital - Direct Lending Strategy,Private Debt,Corporate,Direct Lending,14742.37,637,632,637
7645,TPG Growth,Private Equity,Growth Equity,Small Growth Equity,14712.719,161,161,161
10443,AXA Europe Credit - IG,Private Debt,Real Estate Credit,Private Performing,14534.969,295,219,295
10846,Warburg Pincus China,Private Equity,Growth Equity,Large Growth Equity,14476.22,163,161,163
5975,J.P. Morgan Infrastructure Investments Group,Real Assets,Infrastructure,Diversified,14455.45,19,19,19
15159,First Eagle Private Credit,Private Debt,Corporate,Direct Lending,14438.52,634,634,634
2373,Onex Corporation,Private Equity,Buyout,Global Buyout,14372.331,70,70,70
25284,Alfa Framtak,Private Equity,Buyout,Small Buyout,14230.048,10,10,10
11018,Antares Capital LP,Private Debt,Corporate,Direct Lending,14200.57,226,0,226
4418,Morgan Stanley Credit Partners,Private Debt,Special Situations,Mezzanine,14079.664,657,657,657
5171,Hayfin Capital Management LLP (Direct Lending),Private Debt,Corporate,Direct Lending,14044.396,319,277,319
3112,Terra Firma Capital Partners,Private Equity,Buyout,Large Buyout,14035.279,33,32,33
15026,Hg Saturn,Private Equity,Buyout,Large Buyout,13882.605,19,19,19
1955,Lindsay Goldberg,Private Equity,Buyout,Large Buyout,13744.989,70,70,70
753,Charterhouse Capital Partners,Private Equity,Buyout,Large Buyout,13692.209,83,83,83
3991,Bain Capital Europe,Private Equity,Buyout,Large Buyout,13670.98,73,73,73
17599,BlackRock Evergreen Infrastructure,Real Assets,Infrastructure,Energy Transition,13662.882,103,103,103
695,L Catterton Partners,Private Equity,Buyout,Middle Buyout,13659.958,144,144,144
7634,"Coatue Management, LLC",Private Equity,Venture Capital,Balanced,13656.05,340,340,340
2056,MBK Partners,Private Equity,Buyout,Large Buyout,13602.888,49,49,49
4646,Atalaya Capital Management,Private Debt,Other,ABL (Asset Backed Lending),13517.789,617,10,617
3762,Goldman Sachs Infrastructure Partners,Real Assets,Infrastructure,Diversified,13474.957,39,39,39
1822,Kelso & Company,Private Equity,Buyout,Large Buyout,13217.423,147,146,147
4301,KKR Asset Based Finance,Private Debt,Other,ABL (Asset Backed Lending),13189.848,178,178,178
4571,Antin Infrastructure Partners,Real Assets,Infrastructure,Diversified,12918.806,50,50,50
18634,KKR Global Climate,Real Assets,Infrastructure,Energy Transition,12903.058,23,0,23
3682,Blackstone Capital Partners (Credit Opportunities),Private Debt,Special Situations,Distressed / Multi-Strategy,12768.899,105,105,105
3812,CVC Capital Partners Asia,Private Equity,Buyout,Global Buyout,12703.15,85,85,85
1778,JC Flowers & Co,Private Equity,Buyout,Large Buyout,12687.762,36,36,36
9307,Hony Capital RMB,Private Equity,Buyout,Small Buyout,12645.685,33,33,33
4755,One Equity Partners,Private Equity,Buyout,Middle Buyout,12364.603,120,120,120
1896,Landmark Partners,Private Equity,Other,Secondaries,12345.624,333,0,333
25486,EQT Transition Infrastructure,Real Assets,Infrastructure,Energy Transition,12271.57,24,24,24
4007,Marathon Asset Management,Private Debt,Special Situations,Distressed / Corporates,12261.558,404,165,404
9091,Guggenheim Partners Investment Management,Private Debt,Corporate,Direct Lending,11978.873,218,209,218
17030,Partners Group Direct Equity,Private Equity,Buyout,Large Buyout,11850.436,122,122,122
9282,Blackrock Infrastructure,Real Assets,Infrastructure,Power,11812.214,52,51,52
4873,Bessemer Venture Partners,Private Equity,Venture Capital,Early Stage,11800.928,1122,1119,1122
10454,Blackstone Real Estate Asia,Real Estate,Opportunistic,Rest of World,11760.202,130,70,130
750,Charlesbank Capital Partners,Private Equity,Buyout,Middle Buyout,11714.947,128,128,128
3501,Bain Capital Asia,Private Equity,Buyout,Large Buyout,11680.636,70,70,70
11013,ACORE Capital,Private Debt,Real Estate Credit,Enhanced Senior,11661.411,504,13,504
83,AEA Investors,Private Equity,Buyout,Middle Buyout,11658.376,66,66,66
6937,Permira Credit,Private Debt,Corporate,Direct Lending,11590.745,316,316,316
1649,IK Investment Partners,Private Equity,Buyout,Middle Buyout,11579.816,132,132,132
429,Beacon Capital Partners,Real Estate,Value-Add,US / Global Large Market,11539.646,187,164,187
9352,PAG Asia,Private Equity,Buyout,Large Buyout,11498.244,62,57,62
16790,CSI Partners Real Estate,Real Estate,Value-Add,Rest of World,11493.054,25,0,25
9662,TPG Twin Brook,Private Debt,Corporate,Direct Lending,11490.209,1313,1089,1313
4589,Andreessen Horowitz,Private Equity,Venture Capital,Early Stage,11435.987,1383,1379,1383
1866,Kohlberg & Company,Private Equity,Buyout,Middle Buyout,11425.568,100,96,100
1346,General Catalyst Partners,Private Equity,Venture Capital,Early Stage,11421.121,883,883,883
3895,Audax Private Equity,Private Equity,Buyout,Middle Buyout,11394.153,183,183,183
2634,Quantum Energy Partners,Real Assets,Energy,Exploration and Production,11356.365,116,109,116
9125,Apollo Natural Resources,Real Assets,Energy,ENR Diversified,11315.355,78,73,78
2729,Rockpoint Group,Real Estate,Opportunistic,US / Global Large Market,11311.011,275,249,275
1034,DRC Capital Ltd.,Private Equity,Buyout,Middle Buyout,11295.146,9,9,9
3161,TowerBrook Capital Partners,Private Equity,Buyout,Middle Buyout,11254.962,82,82,82
46,Accent Equity Partners,Private Equity,Buyout,Small Buyout,11241.244,91,91,91
3018,Sun Capital Partners,Private Equity,Buyout,Middle Buyout,11231.888,238,236,238
9937,Ares Infrastructure Debt (fka. AMP),Private Debt,Infrastructure & Real Assets,Infrastructure Debt,11187.9,69,68,69
16270,MAM Infrastructure Progress Partners,Real Assets,Infrastructure,Diversified,11177.894,35,35,35
14483,MAM Infrastructure Renewable Energy,Real Assets,Infrastructure,Renewables,11080.422,76,69,76
9759,Thoma Bravo Discover,Private Equity,Buyout,Large Buyout,11070.283,39,39,39
2347,Oaktree Capital Management (OCM) Principal Opportunities,Private Equity,Buyout,Middle Buyout,10877.42,230,178,230
302,Astorg Partners,Private Equity,Buyout,Middle Buyout,10839.434,64,64,64
5204,Morgan Stanley Infrastructure Partners,Real Assets,Infrastructure,Diversified,10830.79,36,36,36
403,Equistone Partners Europe (fka Barclays Private Equity),Private Equity,Buyout,Large Buyout,10731.304,192,191,192
3194,Triton Advisers,Private Equity,Buyout,Middle Buyout,10635.782,99,95,99
3601,Hercules Technology Growth Capital,Private Equity,Buyout,Small Buyout,10615.29,805,0,805
9252,Ardian Infrastructure Europe,Real Assets,Infrastructure,Diversified,10605.936,48,48,48
4778,Blackstone Capital Partners Asia,Private Equity,Buyout,Middle Buyout,10476.397,62,62,62
9253,Ardian Buyout,Private Equity,Buyout,Large Buyout,10431.492,91,91,91
1514,HarbourVest Partners,Private Equity,Other,Fund of Funds,10375.556,248,0,248
5481,Arcmont Asset Management,Private Debt,Corporate,Direct Lending,10370.81,189,0,189
348,Avista Capital Partners,Private Equity,Buyout,Middle Buyout,10346.846,87,87,87
16169,ICONIQ Growth,Private Equity,Venture Capital,Late Stage,10215.769,165,165,165
4115,Monarch Alternative Capital,Private Debt,Special Situations,Distressed / Corporates,10213.866,329,325,329
6174,CVC DIF,Real Assets,Infrastructure,Diversified,10076.175,303,298,303
892,Court Square Capital Partners,Private Equity,Buyout,Middle Buyout,10064.647,78,78,78
9129,Oaktree Capital Management (OCM) European Principal Group,Private Equity,Buyout,Middle Buyout,10055.25,121,121,121
1518,Harvest Partners,Private Equity,Buyout,Large Buyout,10053.661,93,93,93
938,Crow Holdings,Real Estate,Value-Add,US / Global Large Market,9940.8486,606,582,606
7165,Goldman Sachs Real Estate Credit,Private Debt,Real Estate Credit,Private Performing,9933.5508,96,43,96
3350,Walton Street Capital,Real Estate,Opportunistic,US / Global Large Market,9929.293,363,339,363
26344,a16z LsV,Private Equity,Venture Capital,Late Stage,9912.4746,153,153,153
11841,Brookfield Super-Core Infrastructure,Real Assets,Infrastructure,Diversified,9740.0342,10,10,10
11907,Apollo Hybrid Value,Private Debt,Special Situations,Multiple Strategies,9718.8398,33,29,33
1115,Ares Climate Infrastructure Partners,Real Assets,Infrastructure,Power,9678.4287,195,193,195
10211,PSG,Private Equity,Growth Equity,Large Growth Equity,9601.0342,146,146,146
9324,Lexington Co-Investment Partners,Private Equity,Other,Co-Investments,9534.792,593,272,593
25111,Carlyle Credit Opportunities,Private Debt,Corporate,Opportunistic Lending,9514.4072,89,84,89
10889,Centerbridge Real Estate,Real Estate,Opportunistic,US / Global Large Market,9433.623,109,53,109
2321,Norvestor,Private Equity,Buyout,Small Buyout,9413.0713,67,67,67
1517,Harrison Street,Real Estate,Opportunistic,US / Global Large Market,9307.9463,505,478,505
13916,Cerberus Global Credit - Corporate Credit,Private Debt,Special Situations,Distressed / Corporates,9242.8604,2150,2122,2150
15704,KKR Core Infrastructure,Real Assets,Infrastructure,Diversified,9223.3545,11,11,11
921,Crestview Partners,Private Equity,Buyout,Large Buyout,9176.2979,57,57,57
1428,Great Hill Partners,Private Equity,Growth Equity,Large Growth Equity,9169.166,133,133,133
9745,CBRE Global Investors US,Real Estate,Value-Add,US / Global Large Market,9168.1816,231,191,231
13940,Greystar Europe,Real Estate,Value-Add,Europe,9157.1924,186,182,186
123,Astatine Investment Partners,Real Assets,Infrastructure,Diversified,9153.1152,25,25,25
9127,Apollo Europe Credit - High Yield,Private Debt,Real Estate Credit,Mezzanine/High Yield,9152.5947,107,4,107
8727,Torchlight Investors,Private Debt,Real Estate Credit,Multi-strategy Debt,9094.6719,295,0,295
2830,Segulah Management,Private Equity,Buyout,Middle Buyout,9070.1191,45,45,45
3668,TPG Angelo Gordon,Real Estate,Value-Add,US / Global Large Market,9045.124,463,268,463
32,ABRY Partners,Private Equity,Buyout,Middle Buyout,9029.3018,122,122,122
9184,Blackstone Green Credit,Private Debt,Infrastructure & Real Assets,Non-Core Asset Portfolio,9015.957,100,99,100
16154,Verdane Edda,Private Equity,Growth Equity,Small Growth Equity,8987.1074,23,23,23
10556,Kayne Anderson Real Estate Credit,Private Debt,Real Estate Credit,Private Performing,8962.915,291,4,291
10398,Summa Equity,Private Equity,Buyout,Middle Buyout,8923.0615,41,41,41
5139,Primavera Capital,Private Equity,Growth Equity,Large Growth Equity,8837.9375,72,72,72
1727,Investindustrial,Private Equity,Buyout,Middle Buyout,8800.1689,88,88,88
184,American Industrial Partners,Private Equity,Buyout,Middle Buyout,8747.7861,63,63,63
8849,TCW (Direct Lending),Private Debt,Corporate,Direct Lending,8731.9238,189,189,189
2182,North Haven Real Estate,Real Estate,Opportunistic,US / Global Large Market,8622.7139,142,89,142
9495,PIMCO Alternative Credit & Private Strategies,Private Debt,Special Situations,Distressed / Corporates,8620.1563,182,0,182
10905,KKR US Direct Lending,Private Debt,Corporate,Direct Lending,8614.5166,230,230,230
1622,IDG Ventures,Private Equity,Venture Capital,Early Stage,8609.5752,60,60,60
2455,Partners Group AG,Private Equity,Other,Fund of Funds,8598.582,304,44,304
2733,Rockwood Capital,Real Estate,Value-Add,US / Global Large Market,8566.5215,226,178,226
5065,RRJ Capital,Private Equity,Growth Equity,Large Growth Equity,8565.4717,56,56,56
10274,Lightspeed Venture Partners Select,Private Equity,Venture Capital,Late Stage,8540.5,212,210,212
14875,Barings Europe Real Estate Credit,Private Debt,Real Estate Credit,Enhanced Senior,8512.0986,124,73,124
14400,"Pharmakon Advisors, LP",Private Debt,Other,IP/Royalty,8473.3223,83,0,83
5170,DST Global Advisors Limited,Private Equity,Venture Capital,Late Stage,8433.9004,106,106,106
9133,Vista Foundation,Private Equity,Buyout,Middle Buyout,8428.8662,47,47,47
3757,Duration Capital Partners,Real Assets,Infrastructure,Diversified,8368.0479,45,33,45
7156,Cerberus Real Estate Capital Management,Real Estate,Opportunistic,US / Global Large Market,8340.5889,289,163,289
9128,EnCap Flatrock,Real Assets,Infrastructure,Midstream,8339.6377,55,55,55
3326,Vitruvian Partners LLP,Private Equity,Buyout,Middle Buyout,8331.4941,92,92,92
1027,DRA Advisors,Real Estate,Value-Add,US / Global Large Market,8273.6572,319,313,319
1873,KPS Special Situations Funds,Private Equity,Buyout,Global Buyout,8160.855,56,54,56
9746,MAM Infrastructure Australia,Real Assets,Infrastructure,Diversified,8149.1216,18,18,18
