gp_id,GP_Name,GP_Asset_Class,GP_Sector,GP_Sub_Sector,total_invested,num_investments,num_portcos,num_funds
670,Viola Ventures,Private Equity,Venture Capital,Balanced,518.08813,69,69,69
9088,Townsend Group,Real Estate,Multimanager,Fund of Funds,518.06458,15,12,15
6737,Bonnefield Financial,Real Assets,Natural Resources,Agriculture,516.28314,122,122,122
10400,Kayne Partners,Private Equity,Growth Equity,Small Growth Equity,516.22833,41,41,41
6711,New Harbor Capital,Private Equity,Buyout,Small Buyout,514.37311,22,22,22
1351,Genesis Partners,Private Equity,Venture Capital,Early Stage,512.42847,101,96,101
3841,Medu Capital,Private Equity,Buyout,Small Buyout,512.37299,7,7,7
16273,Linden Structured Capital,Private Debt,Corporate,Opportunistic Lending,512.3551,22,22,22
12962,Barings Europe,Real Estate,Value-Add,Europe,512.22552,36,13,36
11791,DFJ Growth,Private Equity,Venture Capital,Late Stage,511.21857,45,45,45
3183,ForgePoint Capital (fka Trident Capital),Private Equity,Venture Capital,Balanced,510.79999,41,41,41
10125,CBRE Wood,Real Estate,Value-Add,US Small Market,508.59647,31,0,31
16327,Marathon Healthcare,Private Debt,Other,IP/Royalty,507.82156,15,15,15
6962,Fabrica Immobiliare,Real Estate,Core / Core+,Europe Core,507.01105,17,11,17
14037,CVI Dom Maklerski,Private Debt,Corporate,Direct Lending,506.73785,52,0,52
14332,Tikehau Capital,Private Equity,Buyout,Middle Buyout,506.67667,47,47,47
15114,Knox Lane Capital,Private Equity,Buyout,Small Buyout,505.70517,6,6,6
502,BlueRun Ventures,Private Equity,Venture Capital,Early Stage,504.88174,77,77,77
11466,Activate Capital,Private Equity,Growth Equity,Small Growth Equity,504.84943,28,28,28
14344,Incline Equity Elevate,Private Equity,Buyout,Small Buyout,502.58514,14,14,14
3807,Apax Partners Israel,Private Equity,Buyout,Small Buyout,501.74057,13,13,13
9028,Lightspeed India Partners,Private Equity,Venture Capital,Early Stage,501.62033,95,95,95
2848,SFW Capital Partners,Private Equity,Buyout,Small Buyout,500.89999,20,20,20
15238,Heitman Core - Global,Real Estate,Core / Core+,Global Core+,500.65823,23,4,23
5408,Arrowhead Capital,Private Debt,Special Situations,Mezzanine,500.18057,35,35,35
6592,Miura Partners,Private Equity,Buyout,Small Buyout,499.7963,24,24,24
1828,Kennet Venture Partners,Private Equity,Venture Capital,Balanced,498.44043,63,63,63
11200,AB Arrow (fka Arrow Acquisition Partners),Real Estate,Value-Add,US Small Market,498.414,16,16,16
10683,Parquest Capital,Private Equity,Buyout,Small Buyout,495.93411,25,25,25
613,Canyon Partners Real Estate,Real Estate,Opportunistic,US Medium Market,495.74402,17,17,17
9825,Transwestern Investment Group,Real Estate,Value-Add,US Small Market,495.63745,26,26,26
6525,Boldstart Ventures,Private Equity,Venture Capital,Early Stage,490.2605,140,140,140
7060,Altarea Cogedim,Real Estate,Value-Add,Europe,489.39554,7,7,7
14435,Jadian Capital,Real Estate,Value-Add,US Small Market,489.03329,98,98,98
6944,Tower Arch Capital,Private Equity,Buyout,Small Buyout,488.53812,20,20,20
5410,Allegro Private Equity,Private Equity,Buyout,Small Buyout,486.31613,25,25,25
10317,Wing Venture Capital,Private Equity,Venture Capital,Early Stage,485.90256,125,125,125
5612,Atlantic Street Capital,Private Equity,Buyout,Small Buyout,484.36453,22,22,22
935,Crosslink Capital,Private Equity,Venture Capital,Balanced,483.19031,113,113,113
1645,Indigo Capital,Private Debt,Special Situations,Mezzanine,482.34406,34,34,34
11560,HighGear Ventures,Private Equity,Venture Capital,Direct Secondaries,482.24365,160,31,160
15286,Titanium Ventures (FKA Telstra Ventures),Private Equity,Venture Capital,Late Stage,481.61002,101,101,101
10724,Gainline Capital Partners,Private Equity,Buyout,Small Buyout,481.10965,19,19,19
17247,SKCP Catalyst,Private Equity,Buyout,Small Buyout,481.10455,10,10,10
17871,Gerchen Capital Partners,Private Debt,Other,Litigation,480.08163,33,0,33
10111,Volpi Capital,Private Equity,Buyout,Small Buyout,478.90851,13,13,13
9730,Jungle Ventures,Private Equity,Venture Capital,Early Stage,478.53265,64,64,64
2269,Nexxus Capital,Private Equity,Growth Equity,Medium Growth Equity,477.76791,20,20,20
9498,Livingbridge Enterprise,Private Equity,Growth Equity,Medium Growth Equity,476.13766,36,36,36
11440,Banneker Partners,Private Equity,Buyout,Small Buyout,475.92697,9,9,9
3368,Weinberg Capital Partners,Private Equity,Buyout,Middle Buyout,475.70001,16,16,16
16103,Astorg Mid-Cap,Private Equity,Buyout,Small Buyout,475.44098,4,4,4
9880,Macquarie Agricultural Funds Management,Real Assets,Natural Resources,Agriculture,474.5,2,2,2
26361,Valor Equity Partners Opportunities,Private Equity,Venture Capital,Late Stage,473.82071,12,12,12
5506,ClearVue Partners Management,Private Equity,Growth Equity,Medium Growth Equity,473.64423,29,28,29
1326,Galen Partners,Private Equity,Growth Equity,Small Growth Equity,472.49451,25,25,25
26198,Carlyle Partners Growth,Private Equity,Buyout,Middle Buyout,471.72485,4,4,4
18089,Bain Capital Insurance Solutions,Private Equity,Buyout,Small Buyout,470.7088,8,8,8
9605,Draper Associates,Private Equity,Venture Capital,Early Stage,469.26941,388,388,388
11433,Soundcore Capital Partners,Private Equity,Buyout,Small Buyout,468.7012,9,9,9
15336,aMoon,Private Equity,Venture Capital,Late Stage,468.60001,21,21,21
15965,Stockbridge Real Estate Funds - Core-Plus,Real Estate,Core / Core+,US Core+,468.38132,57,0,57
2831,Seidler Equity Partners,Private Equity,Buyout,Small Buyout,468.38,24,24,24
14684,BlackChamber Partners,Real Estate,Opportunistic,US Medium Market,467.95831,11,11,11
9151,Freshstream ,Private Equity,Buyout,Small Buyout,466.5,10,10,10
9591,Structural Capital,Private Debt,Corporate,Venture Debt,466.00168,68,68,68
1740,Ironwood Capital Advisors,Private Debt,Special Situations,Mezzanine,465.625,85,85,85
10015,AEW Value Investors,Real Estate,Value-Add,US Medium Market,465.27802,11,11,11
14438,Prisma Apex Credit,Private Debt,Corporate,Other,464.58328,33,0,33
6798,Solace Capital,Private Equity,Buyout,Small Buyout,464.414,10,10,10
5158,Crescera Capital (fka Bozano),Private Equity,Growth Equity,Medium Growth Equity,464.31912,10,10,10
7555,Monogram Capital Partners,Private Equity,Buyout,Small Buyout,462.54819,22,22,22
13430,3L Capital,Private Equity,Venture Capital,Late Stage,461.79504,33,33,33
5460,Public Pension Capital,Private Equity,Buyout,Small Buyout,460.33676,13,13,13
14187,BRV Management,Private Equity,Growth Equity,Medium Growth Equity,460.18793,52,52,52
9037,FrontRange Capital Partners,Real Estate,Opportunistic,US Small Market,460.06186,31,31,31
13337,JLC Infrastructure,Real Assets,Infrastructure,Diversified,459.13757,11,11,11
2625,Quad Partners,Private Equity,Buyout,Small Buyout,458.50928,39,39,39
342,Avalon Ventures,Private Equity,Venture Capital,Early Stage,457.5256,102,102,102
14637,Hildred Capital Management,Private Equity,Buyout,Small Buyout,457.33472,15,15,15
11432,L Squared Capital Partners,Private Equity,Buyout,Small Buyout,457.20169,10,10,10
12993,L&G NTR,Real Assets,Infrastructure,Renewables,456.34695,15,9,15
25242,Zouk Capital,Real Assets,Infrastructure,Energy Transition,455.32452,17,17,17
7559,Terranum Capital,Real Estate,Opportunistic,Rest of World,454.9563,45,43,45
15248,KLAR Partners,Private Equity,Buyout,Small Buyout,453.73828,8,8,8
25238,Greykite,Real Estate,Opportunistic,RE Distressed,453.55362,7,7,7
4131,HCI Equity Partners fka Thayer Hidden Creek,Private Equity,Buyout,Small Buyout,451.95514,14,14,14
5472,Graycliff Partners,Private Equity,Buyout,Small Buyout,451.93716,35,35,35
10350,Hidden Harbor Capital Partners,Private Equity,Buyout,Small Buyout,451.78983,16,16,16
15414,Cobalt Capital (VC),Private Equity,Venture Capital,Late Stage,449.91785,41,41,41
14079,Stoneshield Capital,Real Estate,Opportunistic,Europe,449.88715,13,12,13
4206,Samara Capital,Private Equity,Buyout,Small Buyout,449.4447,28,28,28
7341,Vertical Venture Partners,Private Equity,Venture Capital,Early Stage,448.79327,100,98,100
15227,Regal Healthcare Capital Partners,Private Equity,Buyout,Small Buyout,448.35126,18,18,18
6336,Mentha Capital,Private Equity,Buyout,Small Buyout,446.89999,31,31,31
15369,Brasa Capital Management,Real Estate,Value-Add,US Small Market,444.4472,44,44,44
13826,TR Capital,Private Equity,Other,Secondaries,443.64795,40,39,40
5003,Juggernaut Capital Partners,Private Equity,Buyout,Small Buyout,443.60812,24,24,24
3962,Intera Equity Partners,Private Equity,Buyout,Small Buyout,443.20096,27,27,27
7113,Avanath Capital Partners,Real Estate,Value-Add,US Small Market,440.47546,52,52,52
2950,Spire Capital Partners,Private Equity,Buyout,Small Buyout,439.7865,19,19,19
6530,Collaborative Fund,Private Equity,Venture Capital,Early Stage,438.7984,321,321,321
10671,Transformation Capital,Private Equity,Growth Equity,Small Growth Equity,438.69186,25,25,25
4410,Invision Capital,Private Equity,Buyout,Small Buyout,438.09061,31,31,31
7380,TreeCorp,Private Equity,Growth Equity,Small Growth Equity,436.65872,13,13,13
5482,New Heritage Capital,Private Equity,Buyout,Small Buyout,436.60312,17,17,17
9672,Meridia Capital Partners - Real Estate,Real Estate,Value-Add,Europe,436.30661,30,23,30
18221,Swiss Life Growth,Real Assets,Infrastructure,Diversified,436.1586,11,11,11
15620,Montgomery Street Partners,Real Estate,Opportunistic,US Medium Market,436.10574,70,70,70
10796,HgCapital Renewable Power Partners,Real Assets,Infrastructure,Renewables,436.10001,13,13,13
3105,New Horizon,Private Equity,Growth Equity,Medium Growth Equity,434.14551,25,25,25
5370,Yellow Wood Partners,Private Equity,Buyout,Small Buyout,433.94434,2,2,2
13726,ATL Partners,Private Equity,Buyout,Small Buyout,433.43127,4,4,4
18175,Coller Capital Credit,Private Debt,Other,Secondaries,433.37628,11,0,11
806,Clearview Capital,Private Equity,Buyout,Small Buyout,432.56183,28,28,28
808,Clessidra Capital Partners,Private Equity,Buyout,Middle Buyout,431.59628,9,9,9
2802,Schroder Property Investment Management,Real Estate,Value-Add,Europe,431.40994,35,26,35
1137,Seven2 Development,Private Equity,Buyout,Small Buyout,431.2666,46,46,46
13745,Lakestar Growth,Private Equity,Growth Equity,Small Growth Equity,430.72983,17,17,17
6394,Allianz Renewable Energy,Real Assets,Infrastructure,Diversified,430.57495,14,14,14
9861,Square Peg Capital,Private Equity,Venture Capital,Early Stage,430.5,41,40,41
7022,Sprott Resource Corp.,Real Assets,Infrastructure,Diversified,429.96387,43,43,43
17560,Wafra Real Estate,Real Estate,Value-Add,US / Global Large Market,429.13031,18,18,18
4343,Pioneer Point Partners,Real Assets,Infrastructure,Energy Transition,427.89487,8,8,8
5934,Long Ridge Equity Partners,Private Equity,Growth Equity,Small Growth Equity,427.67453,21,21,21
3815,EQT Private Capital Asia (Pre-Merger),Private Equity,Buyout,Middle Buyout,426.98999,9,9,9
5253,Qumra Capital,Private Equity,Venture Capital,Late Stage,426.55453,28,28,28
4215,Prophet Equity,Private Equity,Buyout,Small Buyout,425.5,16,16,16
9514,Nordian Capital Partners,Private Equity,Buyout,Large Buyout,425.16931,27,27,27
10291,Formation Group,Private Equity,Venture Capital,Early Stage,425.11542,27,27,27
16024,H. Barton Asset Management,Private Equity,Venture Capital,Balanced,425.10413,136,0,136
14983,Equilibrium Controlled Environment Foods,Real Assets,Natural Resources,Agriculture,423.73581,11,11,11
6,360° Capital Partners,Private Equity,Venture Capital,Early Stage,420.96185,139,139,139
6833,Acton Capital Partners,Private Equity,Venture Capital,Late Stage,420.87659,75,75,75
11417,Focus Healthcare Partners,Real Estate,Value-Add,US Small Market,420.41281,21,0,21
7546,Optimum Asset Management,Real Estate,Core / Core+,Europe Core+,419.29269,70,0,70
4577,Renovus Capital Partners,Private Equity,Buyout,Small Buyout,418.51413,20,20,20
16699,Sandbrook Capital,Real Assets,Infrastructure,Diversified,418.39905,5,5,5
8940,Kingswood Capital Management,Private Equity,Buyout,Small Buyout,418.34375,11,11,11
10720,Resurgens Technology Partners,Private Equity,Buyout,Small Buyout,417.86813,14,14,14
4051,Aureos Africa,Private Equity,Buyout,Small Buyout,417.81766,56,56,56
813,CLSA Capital Partners,Private Equity,Buyout,Small Buyout,416.93802,9,9,9
9785,Colbeck Capital,Private Debt,Corporate,Direct Lending,416.41809,14,14,14
4458,Guardian Capital Partners,Private Equity,Buyout,Small Buyout,414.31238,22,22,22
9581,TLV Partners,Private Equity,Venture Capital,Early Stage,413.5253,59,58,59
18029,Thoma Bravo Europe,Private Equity,Buyout,Small Buyout,410.59564,3,3,3
26084,Fortitude Investment Partners,Private Equity,Buyout,Small Buyout,409.39713,18,18,18
17339,DTCP Growth,Private Equity,Growth Equity,Small Growth Equity,409.01236,39,39,39
6599,NEO Investimentos,Private Equity,Growth Equity,Small Growth Equity,408.60001,8,8,8
16498,Peloton Capital Management,Private Equity,Buyout,Small Buyout,407,7,7,7
9005,Openspace GP Limited,Private Equity,Venture Capital,Early Stage,406.81424,61,61,61
6992,TT Capital Partners,Private Equity,Growth Equity,Small Growth Equity,406.37131,23,23,23
14745,Orangewood Partners Management LLC,Private Equity,Buyout,Small Buyout,404.75229,16,16,16
11568,Center Rock,Private Equity,Buyout,Small Buyout,403.98947,8,8,8
6864,Opcapita,Private Equity,Buyout,Small Buyout,403.60001,9,9,9
685,Catalyst Capital Group,Private Equity,Buyout,Middle Buyout,401.83661,18,18,18
11758,Gallant Capital,Private Equity,Buyout,Small Buyout,401.34103,11,11,11
2697,Rho Capital Partners,Private Equity,Venture Capital,Balanced,401.07422,69,69,69
2875,Sierra Ventures,Private Equity,Venture Capital,Early Stage,400.69669,96,96,96
4044,Camden Partners (Private Equity),Private Equity,Growth Equity,Small Growth Equity,399.07306,47,47,47
15225,NightDragon Security,Private Equity,Venture Capital,Late Stage,398.43646,24,24,24
10272,LFM Capital,Private Equity,Buyout,Small Buyout,396.39999,21,21,21
14319,Wafra Inc,Private Equity,Buyout,Middle Buyout,395.17523,4,4,4
6686,Bridge Growth Partners,Private Equity,Buyout,Small Buyout,395,5,5,5
13973,Quadrivio Group,Private Equity,Buyout,Small Buyout,394.7142,26,26,26
1038,DT Capital Partners,Private Equity,Venture Capital,Balanced,394.28519,62,62,62
18605,Avathon Capital,Private Equity,Buyout,Small Buyout,393.94641,14,14,14
1068,ECM Equity Capital Management,Private Equity,Buyout,Small Buyout,393.29767,25,25,25
15371,Princeton Equity Group,Private Equity,Growth Equity,Medium Growth Equity,391.50916,13,13,13
11010,Zetland Capital Partners LLP,Private Debt,Special Situations,Distressed / Multi-Strategy,391.03082,20,0,20
13330,Europa Capital - Debt,Private Debt,Real Estate Credit,Multi-strategy Debt,390.92838,36,4,36
17018,Fortino Capital Growth,Private Equity,Growth Equity,Small Growth Equity,389.8692,19,19,19
10247,Axonic Capital,Real Estate,Opportunistic,US Small Market,387.76758,22,22,22
1945,EQT Life Sciences (fka Life Sciences Partners),Private Equity,Venture Capital,Balanced,387.02701,83,83,83
15889,Pacific Avenue Capital Partners,Private Equity,Buyout,Small Buyout,385.95401,11,11,11
15399,TEV Ventures,Private Equity,Venture Capital,Early Stage,384.77283,62,62,62
170,Alven Capital,Private Equity,Venture Capital,Early Stage,382.53482,103,103,103
15078,Oceanpine Capital,Private Equity,Venture Capital,Balanced,382.36688,23,23,23
24855,BP Energy Partners,Real Assets,Infrastructure,Diversified,381.81583,17,17,17
14589,Rotunda Capital Partners,Private Equity,Buyout,Small Buyout,380.461,11,11,11
15311,Europa Capital - Core,Real Estate,Core / Core+,Europe Core,379.63675,7,7,7
372,Baird Venture Partners,Private Equity,Venture Capital,Balanced,379.3721,77,77,77
1057,Earlybird Venture Capital,Private Equity,Venture Capital,Early Stage,378.67239,96,96,96
6312,MC Asset Management Holdings LLC,Real Assets,Infrastructure,Diversified,378.55795,12,0,12
7439,BKM Capital Partners,Real Estate,Value-Add,US Small Market,378.47952,54,1,54
6672,InvAscent India,Private Equity,Growth Equity,Small Growth Equity,378.35382,31,31,31
7807,Blue Colibri Capital,Real Estate,Opportunistic,Europe,378.34918,34,25,34
14750,M13,Private Equity,Venture Capital,Early Stage,376.00385,236,236,236
11796,Principia Capital Partners,Private Equity,Buyout,Middle Buyout,375.75626,9,9,9
14740,Cibus Capital,Real Assets,Natural Resources,Agriculture,374.53641,15,15,15
17308,Saudi Technology Ventures,Private Equity,Venture Capital,Balanced,374.51205,26,26,26
16991,Group 11,Private Equity,Venture Capital,Balanced,373.81207,44,41,44
16245,"Flight Lease Fund Management, LLC",Private Equity,Venture Capital,Balanced,373.5979,116,0,116
2571,Primary Capital,Private Equity,Buyout,Small Buyout,372.35938,33,33,33
826,Motion Equity Partners,Private Equity,Buyout,Middle Buyout,371.31796,14,14,14
14728,01 Advisors,Private Equity,Venture Capital,Early Stage,371.19049,40,40,40
15937,Asia Green Real Estate,Real Estate,Core / Core+,Asia Core,371.05396,23,22,23
11214,Citymark Capital,Real Estate,Opportunistic,US Small Market,370.3168,28,28,28
11807,Fidelity Real Estate,Real Estate,Core / Core+,Europe Core,370.26239,14,14,14
1491,Halder,Private Equity,Buyout,Small Buyout,369.9758,12,12,12
9805,Ten Coves Capital ,Private Equity,Growth Equity,Small Growth Equity,369.09433,25,25,25
4181,New Canaan,Private Debt,Special Situations,Mezzanine,368.61169,85,85,85
5938,Lighthouse Funds,Private Equity,Growth Equity,Small Growth Equity,367.29172,29,29,29
10758,Tenzing Private Equity,Private Equity,Buyout,Small Buyout,367.26541,17,17,17
4530,Beechbrook Capital,Private Debt,Special Situations,Mezzanine,366.70221,81,81,81
15426,Ascend Partners,Private Equity,Growth Equity,Small Growth Equity,366.60001,7,7,7
3253,US Renewables Group,Real Assets,Infrastructure,Renewables,366.56113,19,19,19
